"Month","Sub Index","Record Type","Master (Parent) CSJ","Individual Project CSJ","Has Multi-CSJs?","Sub-CSJ Count","Let Date","County","Highway","District","Project Type","Estimate ($)"
"2026-09","29","Sub-CSJ Project","0086-07-038","1801-01-065","Sub-CSJ of 0086-07-038","Sub-CSJ #4",,"Jim Hogg",,,,".00"
"2026-09","30","Sub-CSJ Project","0086-07-038","0864-01-082","Sub-CSJ of 0086-07-038","Sub-CSJ #5",,"Jim Hogg",,,,".00"
"2026-09","31","Sub-CSJ Project","0086-07-038","0669-01-068","Sub-CSJ of 0086-07-038","Sub-CSJ #6",,"Jim Hogg",,,,".00"
"2026-09","32","Sub-CSJ Project","0086-07-038","2966-01-017","Sub-CSJ of 0086-07-038","Sub-CSJ #7",,"Jim Hogg",,,,".00"
"2026-09","33","Sub-CSJ Project","0086-07-038","2094-01-075","Sub-CSJ of 0086-07-038","Sub-CSJ #8",,"Jim Hogg",,,,".00"
"2026-09","34","Sub-CSJ Project","0086-07-038","1228-01-014","Sub-CSJ of 0086-07-038","Sub-CSJ #9",,"Jim Hogg",,,,".00"
"2026-09","35","Sub-CSJ Project","0086-07-038","0698-01-018","Sub-CSJ of 0086-07-038","Sub-CSJ #10",,"Jim Hogg",,,,".00"
"2026-09","36","Sub-CSJ Project","0086-07-038","1430-02-018","Sub-CSJ of 0086-07-038","Sub-CSJ #11",,"Jim Hogg",,,,".00"
"2026-09","37","Sub-CSJ Project","0086-07-038","2530-01-017","Sub-CSJ of 0086-07-038","Sub-CSJ #12",,"Jim Hogg",,,,".00"
"2026-09","38","Sub-CSJ Project","0047-06-178","0047-14-092","Sub-CSJ of 0047-06-178","Sub-CSJ #2",,"Collin",,,,".00"
"2026-09","39","Sub-CSJ Project","0873-01-029","1065-02-044","Sub-CSJ of 0873-01-029","Sub-CSJ #2",,"Cameron",,,,".00"
"2026-09","40","Sub-CSJ Project","0873-01-029","1803-02-052","Sub-CSJ of 0873-01-029","Sub-CSJ #3",,"Cameron",,,,".00"
"2026-09","41","Sub-CSJ Project","0873-01-029","2643-01-006","Sub-CSJ of 0873-01-029","Sub-CSJ #4",,"Cameron",,,,".00"
"2026-09","42","Sub-CSJ Project","0873-01-029","1803-03-010","Sub-CSJ of 0873-01-029","Sub-CSJ #5",,"Cameron",,,,".00"
"2026-09","43","Sub-CSJ Project","0873-01-029","2450-01-028","Sub-CSJ of 0873-01-029","Sub-CSJ #6",,"Cameron",,,,".00"
"2026-09","44","Sub-CSJ Project","0873-01-029","1803-02-051","Sub-CSJ of 0873-01-029","Sub-CSJ #7",,"Cameron",,,,".00"
"2026-09","45","Sub-CSJ Project","0873-01-029","1138-01-043","Sub-CSJ of 0873-01-029","Sub-CSJ #8",,"Cameron",,,,".00"
"2026-09","46","Sub-CSJ Project","0873-01-029","1588-01-003","Sub-CSJ of 0873-01-029","Sub-CSJ #9",,"Cameron",,,,".00"
"2026-09","47","Sub-CSJ Project","0873-01-029","1587-01-019","Sub-CSJ of 0873-01-029","Sub-CSJ #10",,"Cameron",,,,".00"
"2026-09","48","Sub-CSJ Project","1479-01-028","1479-01-029","Sub-CSJ of 1479-01-028","Sub-CSJ #2",,"Bexar",,,,".00"
"2026-09","49","Sub-CSJ Project","0901-19-198","0901-32-105","Sub-CSJ of 0901-19-198","Sub-CSJ #2",,"Grayson",,,,".00"
"2026-09","50","Sub-CSJ Project","0901-19-198","0901-32-108","Sub-CSJ of 0901-19-198","Sub-CSJ #3",,"Grayson",,,,".00"
"2026-09","51","Sub-CSJ Project","0901-19-198","0901-19-217","Sub-CSJ of 0901-19-198","Sub-CSJ #4",,"Grayson",,,,".00"
"2026-09","52","Sub-CSJ Project","0028-05-057","3271-01-019","Sub-CSJ of 0028-05-057","Sub-CSJ #2",,"Liberty",,,,".00"
"2026-09","53","Sub-CSJ Project","0028-05-057","1947-02-017","Sub-CSJ of 0028-05-057","Sub-CSJ #3",,"Liberty",,,,".00"
"2026-09","54","Sub-CSJ Project","0028-05-057","1947-01-021","Sub-CSJ of 0028-05-057","Sub-CSJ #4",,"Liberty",,,,".00"
"2026-09","55","Sub-CSJ Project","0028-05-057","0601-01-066","Sub-CSJ of 0028-05-057","Sub-CSJ #5",,"Liberty",,,,".00"
"2026-09","56","Sub-CSJ Project","0028-05-057","0710-01-051","Sub-CSJ of 0028-05-057","Sub-CSJ #6",,"Liberty",,,,".00"
"2026-09","57","Sub-CSJ Project","0028-05-057","0932-01-122","Sub-CSJ of 0028-05-057","Sub-CSJ #7",,"Liberty",,,,".00"
"2026-09","58","Sub-CSJ Project","0028-05-057","0307-01-161","Sub-CSJ of 0028-05-057","Sub-CSJ #8",,"Liberty",,,,".00"
"2026-09","59","Sub-CSJ Project","0028-05-057","0028-06-098","Sub-CSJ of 0028-05-057","Sub-CSJ #9",,"Liberty",,,,".00"
"2026-09","60","Sub-CSJ Project","0028-05-057","0307-01-157","Sub-CSJ of 0028-05-057","Sub-CSJ #10",,"Liberty",,,,".00"
"2026-09","61","Sub-CSJ Project","0028-05-057","0667-01-130","Sub-CSJ of 0028-05-057","Sub-CSJ #11",,"Liberty",,,,".00"
"2026-09","62","Sub-CSJ Project","0028-05-057","0307-02-052","Sub-CSJ of 0028-05-057","Sub-CSJ #12",,"Liberty",,,,".00"
"2026-09","63","Sub-CSJ Project","0028-05-057","0593-01-142","Sub-CSJ of 0028-05-057","Sub-CSJ #13",,"Liberty",,,,".00"
"2026-09","64","Sub-CSJ Project","0028-05-057","0593-01-141","Sub-CSJ of 0028-05-057","Sub-CSJ #14",,"Liberty",,,,".00"
"2026-09","65","Sub-CSJ Project","0028-05-057","1061-01-040","Sub-CSJ of 0028-05-057","Sub-CSJ #15",,"Liberty",,,,".00"
"2026-09","66","Sub-CSJ Project","0028-05-057","0388-03-090","Sub-CSJ of 0028-05-057","Sub-CSJ #16",,"Liberty",,,,".00"
"2026-09","67","Sub-CSJ Project","0028-05-057","0388-05-011","Sub-CSJ of 0028-05-057","Sub-CSJ #17",,"Liberty",,,,".00"
"2026-09","68","Sub-CSJ Project","0028-05-057","1061-01-039","Sub-CSJ of 0028-05-057","Sub-CSJ #18",,"Liberty",,,,".00"
"2026-09","69","Sub-CSJ Project","0028-05-057","0305-04-039","Sub-CSJ of 0028-05-057","Sub-CSJ #19",,"Liberty",,,,".00"
"2026-09","70","Sub-CSJ Project","0028-05-057","0305-03-046","Sub-CSJ of 0028-05-057","Sub-CSJ #20",,"Liberty",,,,".00"
"2026-09","71","Sub-CSJ Project","0028-05-057","0627-03-029","Sub-CSJ of 0028-05-057","Sub-CSJ #21",,"Liberty",,,,".00"
"2026-09","72","Sub-CSJ Project","0028-05-057","1583-02-020","Sub-CSJ of 0028-05-057","Sub-CSJ #22",,"Liberty",,,,".00"
"2026-09","73","Sub-CSJ Project","0028-05-057","0028-15-063","Sub-CSJ of 0028-05-057","Sub-CSJ #23",,"Liberty",,,,".00"
"2026-09","74","Sub-CSJ Project","0028-05-057","0243-03-072","Sub-CSJ of 0028-05-057","Sub-CSJ #24",,"Liberty",,,,".00"
"2026-09","75","Sub-CSJ Project","0028-05-057","0243-04-062","Sub-CSJ of 0028-05-057","Sub-CSJ #25",,"Liberty",,,,".00"
"2026-09","76","Sub-CSJ Project","0028-05-057","0703-03-030","Sub-CSJ of 0028-05-057","Sub-CSJ #26",,"Liberty",,,,".00"
"2026-09","77","Sub-CSJ Project","0028-05-057","0703-01-068","Sub-CSJ of 0028-05-057","Sub-CSJ #27",,"Liberty",,,,".00"
"2026-09","78","Sub-CSJ Project","0110-06-151","0110-07-022","Sub-CSJ of 0110-06-151","Sub-CSJ #2",,"Harris",,,,".00"
"2026-09","79","Sub-CSJ Project","0903-28-073","0903-28-076","Sub-CSJ of 0903-28-073","Sub-CSJ #2",,"Montague",,,,".00"
"2026-09","80","Sub-CSJ Project","0903-28-073","0903-28-075","Sub-CSJ of 0903-28-073","Sub-CSJ #3",,"Montague",,,,".00"
"2026-09","81","Sub-CSJ Project","0903-28-073","0903-28-074","Sub-CSJ of 0903-28-073","Sub-CSJ #4",,"Montague",,,,".00"
"2026-09","82","Sub-CSJ Project","0865-01-118","1228-03-060","Sub-CSJ of 0865-01-118","Sub-CSJ #2",,"Hidalgo",,,,".00"
"2026-09","83","Sub-CSJ Project","0976-03-120","1414-01-024","Sub-CSJ of 0976-03-120","Sub-CSJ #2",,"Galveston",,,,".00"
"2026-09","84","Sub-CSJ Project","0101-01-070","0371-02-083","Sub-CSJ of 0101-01-070","Sub-CSJ #2",,"Bee",,,,".00"
"2026-09","85","Sub-CSJ Project","0913-09-134","0913-09-136","Sub-CSJ of 0913-09-134","Sub-CSJ #2",,"Wharton",,,,".00"
"2026-09","86","Sub-CSJ Project","0913-09-134","0913-09-135","Sub-CSJ of 0913-09-134","Sub-CSJ #3",,"Wharton",,,,".00"
"2026-09","87","Sub-CSJ Project","0228-05-072","1718-05-019","Sub-CSJ of 0228-05-072","Sub-CSJ #2",,"Andrews",,,,".00"
"2026-09","88","Sub-CSJ Project","0228-05-072","1718-06-013","Sub-CSJ of 0228-05-072","Sub-CSJ #3",,"Andrews",,,,".00"
"2026-09","89","Sub-CSJ Project","0228-05-072","1717-01-012","Sub-CSJ of 0228-05-072","Sub-CSJ #4",,"Andrews",,,,".00"
"2026-09","90","Sub-CSJ Project","0228-05-072","0228-06-098","Sub-CSJ of 0228-05-072","Sub-CSJ #5",,"Andrews",,,,".00"
"2026-09","91","Sub-CSJ Project","0228-05-072","1718-07-048","Sub-CSJ of 0228-05-072","Sub-CSJ #6",,"Andrews",,,,".00"
"2026-09","92","Sub-CSJ Project","0228-05-072","1717-02-024","Sub-CSJ of 0228-05-072","Sub-CSJ #7",,"Andrews",,,,".00"
"2026-09","93","Sub-CSJ Project","0228-05-072","1081-01-020","Sub-CSJ of 0228-05-072","Sub-CSJ #8",,"Andrews",,,,".00"
"2026-09","94","Sub-CSJ Project","0228-05-072","0292-07-022","Sub-CSJ of 0228-05-072","Sub-CSJ #9",,"Andrews",,,,".00"
"2026-09","95","Sub-CSJ Project","0228-05-072","0004-02-075","Sub-CSJ of 0228-05-072","Sub-CSJ #10",,"Andrews",,,,".00"
"2026-09","96","Sub-CSJ Project","0917-31-036","0917-31-037","Sub-CSJ of 0917-31-036","Sub-CSJ #2",,"Madison",,,,".00"
"2026-09","97","Sub-CSJ Project","0276-04-033","2012-02-018","Sub-CSJ of 0276-04-033","Sub-CSJ #2",,"Zavala",,,,".00"
"2026-09","98","Sub-CSJ Project","0276-04-033","0375-06-027","Sub-CSJ of 0276-04-033","Sub-CSJ #3",,"Zavala",,,,".00"
"2026-09","99","Sub-CSJ Project","0276-04-033","1229-01-083","Sub-CSJ of 0276-04-033","Sub-CSJ #4",,"Zavala",,,,".00"
"2026-09","100","Sub-CSJ Project","0276-04-033","0299-03-077","Sub-CSJ of 0276-04-033","Sub-CSJ #5",,"Zavala",,,,".00"
"2026-09","101","Sub-CSJ Project","0276-04-033","0412-06-022","Sub-CSJ of 0276-04-033","Sub-CSJ #6",,"Zavala",,,,".00"
"2026-09","102","Sub-CSJ Project","0276-04-033","1937-02-034","Sub-CSJ of 0276-04-033","Sub-CSJ #7",,"Zavala",,,,".00"
"2026-09","103","Sub-CSJ Project","0276-04-033","0236-02-021","Sub-CSJ of 0276-04-033","Sub-CSJ #8",,"Zavala",,,,".00"
"2026-09","104","Sub-CSJ Project","0276-04-033","0236-03-029","Sub-CSJ of 0276-04-033","Sub-CSJ #9",,"Zavala",,,,".00"
"2026-09","105","Sub-CSJ Project","0276-04-033","2484-01-008","Sub-CSJ of 0276-04-033","Sub-CSJ #10",,"Zavala",,,,".00"
"2026-09","106","Sub-CSJ Project","0276-04-033","0276-05-030","Sub-CSJ of 0276-04-033","Sub-CSJ #11",,"Zavala",,,,".00"
"2026-09","107","Sub-CSJ Project","0276-04-033","0652-01-042","Sub-CSJ of 0276-04-033","Sub-CSJ #12",,"Zavala",,,,".00"
"2026-09","108","Sub-CSJ Project","0039-10-095","1057-01-016","Sub-CSJ of 0039-10-095","Sub-CSJ #2",,"Cameron",,,,".00"
"2026-09","109","Sub-CSJ Project","0039-10-095","3044-01-017","Sub-CSJ of 0039-10-095","Sub-CSJ #3",,"Cameron",,,,".00"
"2026-09","110","Sub-CSJ Project","0039-10-095","0775-01-021","Sub-CSJ of 0039-10-095","Sub-CSJ #4",,"Cameron",,,,".00"
"2026-09","111","Sub-CSJ Project","0039-10-095","1057-03-057","Sub-CSJ of 0039-10-095","Sub-CSJ #5",,"Cameron",,,,".00"
"2026-09","112","Sub-CSJ Project","0039-10-095","0331-02-061","Sub-CSJ of 0039-10-095","Sub-CSJ #6",,"Cameron",,,,".00"
"2026-09","113","Sub-CSJ Project","0039-10-095","3625-01-002","Sub-CSJ of 0039-10-095","Sub-CSJ #7",,"Cameron",,,,".00"
"2026-09","114","Sub-CSJ Project","0039-10-095","0860-01-022","Sub-CSJ of 0039-10-095","Sub-CSJ #8",,"Cameron",,,,".00"
"2026-09","115","Sub-CSJ Project","0039-10-095","0863-01-080","Sub-CSJ of 0039-10-095","Sub-CSJ #9",,"Cameron",,,,".00"
"2026-09","116","Sub-CSJ Project","0039-10-095","0433-05-027","Sub-CSJ of 0039-10-095","Sub-CSJ #10",,"Cameron",,,,".00"
"2026-09","117","Sub-CSJ Project","0039-10-095","2910-02-002","Sub-CSJ of 0039-10-095","Sub-CSJ #11",,"Cameron",,,,".00"
"2026-09","118","Sub-CSJ Project","0185-01-046","0231-16-039","Sub-CSJ of 0185-01-046","Sub-CSJ #2",,"Bell",,,,".00"
"2026-09","119","Sub-CSJ Project","0185-01-046","3292-01-017","Sub-CSJ of 0185-01-046","Sub-CSJ #3",,"Bell",,,,".00"
"2026-09","120","Sub-CSJ Project","0185-01-046","0185-01-045","Sub-CSJ of 0185-01-046","Sub-CSJ #4",,"Bell",,,,".00"
"2026-09","121","Sub-CSJ Project","0185-01-046","0386-03-024","Sub-CSJ of 0185-01-046","Sub-CSJ #5",,"Bell",,,,".00"
"2026-09","122","Sub-CSJ Project","0185-01-046","0867-03-029","Sub-CSJ of 0185-01-046","Sub-CSJ #6",,"Bell",,,,".00"
"2026-09","123","Sub-CSJ Project","0185-01-046","3027-01-007","Sub-CSJ of 0185-01-046","Sub-CSJ #7",,"Bell",,,,".00"
"2026-09","124","Sub-CSJ Project","0185-01-046","1077-01-029","Sub-CSJ of 0185-01-046","Sub-CSJ #8",,"Bell",,,,".00"
"2026-09","125","Sub-CSJ Project","0185-01-046","1192-03-018","Sub-CSJ of 0185-01-046","Sub-CSJ #9",,"Bell",,,,".00"
"2026-09","126","Sub-CSJ Project","0185-01-046","1373-01-014","Sub-CSJ of 0185-01-046","Sub-CSJ #10",,"Bell",,,,".00"
"2026-09","127","Sub-CSJ Project","0185-01-046","1658-01-012","Sub-CSJ of 0185-01-046","Sub-CSJ #11",,"Bell",,,,".00"
"2026-09","128","Sub-CSJ Project","0185-01-046","0774-03-017","Sub-CSJ of 0185-01-046","Sub-CSJ #12",,"Bell",,,,".00"
"2026-09","129","Sub-CSJ Project","0185-01-046","2059-02-014","Sub-CSJ of 0185-01-046","Sub-CSJ #13",,"Bell",,,,".00"
"2026-09","130","Sub-CSJ Project","0185-01-046","3032-01-008","Sub-CSJ of 0185-01-046","Sub-CSJ #14",,"Bell",,,,".00"
"2026-09","131","Sub-CSJ Project","0185-01-046","2395-01-014","Sub-CSJ of 0185-01-046","Sub-CSJ #15",,"Bell",,,,".00"
"2026-09","132","Sub-CSJ Project","0185-01-046","2395-01-015","Sub-CSJ of 0185-01-046","Sub-CSJ #16",,"Bell",,,,".00"
"2026-09","133","Sub-CSJ Project","0050-09-099","0050-08-105","Sub-CSJ of 0050-09-099","Sub-CSJ #2",,"Harris",,,,".00"
"2026-09","134","Sub-CSJ Project","0050-09-099","0114-12-018","Sub-CSJ of 0050-09-099","Sub-CSJ #3",,"Harris",,,,".00"
"2026-09","135","Sub-CSJ Project","0050-09-099","0050-06-109","Sub-CSJ of 0050-09-099","Sub-CSJ #4",,"Harris",,,,".00"
"2026-09","136","Sub-CSJ Project","0056-02-034","0398-04-078","Sub-CSJ of 0056-02-034","Sub-CSJ #2",,"Limestone",,,,".00"
"2026-09","137","Sub-CSJ Project","0056-02-034","0231-03-159","Sub-CSJ of 0056-02-034","Sub-CSJ #3",,"Limestone",,,,".00"
"2026-09","138","Sub-CSJ Project","0056-02-034","0093-07-023","Sub-CSJ of 0056-02-034","Sub-CSJ #4",,"Limestone",,,,".00"
"2026-09","139","Sub-CSJ Project","0056-02-034","0258-03-048","Sub-CSJ of 0056-02-034","Sub-CSJ #5",,"Limestone",,,,".00"
"2026-09","140","Sub-CSJ Project","0056-02-034","0121-03-067","Sub-CSJ of 0056-02-034","Sub-CSJ #6",,"Limestone",,,,".00"
"2026-09","141","Sub-CSJ Project","0056-02-034","1664-01-022","Sub-CSJ of 0056-02-034","Sub-CSJ #7",,"Limestone",,,,".00"
"2026-09","142","Sub-CSJ Project","0056-02-034","0056-03-067","Sub-CSJ of 0056-02-034","Sub-CSJ #8",,"Limestone",,,,".00"
"2026-09","143","Sub-CSJ Project","0187-05-068","1043-01-012","Sub-CSJ of 0187-05-068","Sub-CSJ #2",,"Fort Bend",,,,".00"
"2026-09","144","Sub-CSJ Project","0187-05-068","1043-02-005","Sub-CSJ of 0187-05-068","Sub-CSJ #3",,"Fort Bend",,,,".00"
"2026-09","145","Sub-CSJ Project","0187-05-068","1258-02-044","Sub-CSJ of 0187-05-068","Sub-CSJ #4",,"Fort Bend",,,,".00"
"2026-09","146","Sub-CSJ Project","0187-05-068","1687-01-019","Sub-CSJ of 0187-05-068","Sub-CSJ #5",,"Fort Bend",,,,".00"
"2026-09","147","Sub-CSJ Project","0187-05-068","1687-02-010","Sub-CSJ of 0187-05-068","Sub-CSJ #6",,"Fort Bend",,,,".00"
