"Month","Master Index","Record Type","Master (Parent) CSJ","Individual Project CSJ","Has Multi-CSJs?","Sub-CSJ Count","Let Date","County","Highway","District","Project Type","Estimate ($)"
"2026-09","113","Master Contract","6506-25-001","6506-25-001","No (Single CSJ)","1",,"Duval",,,,"186870"
"2026-09","114","Master Contract","6503-34-001","6503-34-001","No (Single CSJ)","1",,"Dallas",,,,"381100"
"2026-09","115","Master Contract","6499-77-001","6499-77-001","No (Single CSJ)","1",,"Nueces",,,,"175607.5"
"2026-09","116","Master Contract","0976-03-120","0976-03-120","Yes (2 Sub-CSJs)","2",,"Galveston",,,,"474314.6"
"2026-09",,"Sub-CSJ Project","0976-03-120","1414-01-024","Sub-CSJ of 0976-03-120","Sub-CSJ #2",,"Galveston",,,,".00"
"2026-09","117","Master Contract","6509-94-001","6509-94-001","No (Single CSJ)","1",,"Ward",,,,"220000"
"2026-09","118","Master Contract","6501-92-001","6501-92-001","No (Single CSJ)","1",,"Denton",,,,"215570"
"2026-09","119","Master Contract","0173-04-063","0173-04-063","No (Single CSJ)","1",,"Kaufman",,,,"949220.25"
"2026-09","120","Master Contract","6508-96-001","6508-96-001","No (Single CSJ)","1",,"Hopkins",,,,"197610.4"
"2026-09","121","Master Contract","6507-78-001","6507-78-001","No (Single CSJ)","1",,"Midland",,,,"528050"
"2026-09","122","Master Contract","6504-85-001","6504-85-001","No (Single CSJ)","1",,"Reagan",,,,"216000"
"2026-09","123","Master Contract","6500-91-001","6500-91-001","No (Single CSJ)","1",,"Fayette",,,,"1182215.39"
"2026-09","124","Master Contract","6497-17-001","6497-17-001","No (Single CSJ)","1",,"Cameron",,,,"521286"
"2026-09","125","Master Contract","6502-03-001","6502-03-001","No (Single CSJ)","1",,"Palo Pinto",,,,"1204220"
"2026-09","126","Master Contract","6499-40-001","6499-40-001","No (Single CSJ)","1",,"Crane",,,,"298020"
